prefix,input_file,group,input_dir,task,segclass,th,auc,Jacc,mIoU,mDice,AP
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.5,0.500482863790341,0.006519037599034461,0.4983634029526907,0.665210317621643,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.55,0.500482863790341,0.0057856167996353175,0.4985491630299733,0.6653757776768494,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.6000000000000001,0.500482863790341,0.00524903639047098,0.4986964869201289,0.6655069767512009,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.65,0.500482863790341,0.004745328085255982,0.4988146684666279,0.6656121983166732,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.7000000000000001,0.500482863790341,0.004336420136216556,0.4989227047257625,0.6657083771565715,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.75,0.500482863790341,0.003932488147342742,0.49902426217682316,0.6657987738933774,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.8,0.500482863790341,0.003525472018463866,0.4991261261064549,0.6658894309963777,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.8500000000000001,0.500482863790341,0.0030051346924570566,0.4992522693647747,0.6660016776406021,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.9,0.500482863790341,0.00234776168077074,0.49940907904760423,0.6661411844207157,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.9500000000000001,0.500482863790341,0.0014522359592986668,0.49963361349071095,0.6663408976920056,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.05,0.49924178189574636,0.39221886840706116,0.37981896824969485,0.5505342965791067,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.1,0.49924178189574636,0.12749266481055446,0.46055692031346934,0.6306593215220445,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.15000000000000002,0.49924178189574636,0.04922394503174591,0.4867283735112157,0.654764335761405,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.2,0.49924178189574636,0.038261017938767974,0.4898710739001815,0.6576019428991358,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.25,0.49924178189574636,0.03263241034635814,0.49145240853813565,0.659025231835868,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.30000000000000004,0.49924178189574636,0.02851183133944875,0.4925766496688767,0.6600352881910954,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.35000000000000003,0.49924178189574636,0.02518943078885358,0.49347083428344374,0.6608375691398964,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.4,0.49924178189574636,0.02256908225387373,0.49416608426444675,0.6614606999801063,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.45,0.49924178189574636,0.02044055255744493,0.49473389580708543,0.6619691773043388,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.5,0.49924178189574636,0.018568498032963506,0.4952400817632471,0.6624221370886827,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.55,0.49924178189574636,0.016775505309290714,0.49570702138186457,0.6628397146371112,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.6000000000000001,0.49924178189574636,0.015103987507302876,0.49614091625377776,0.663227506311046,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.65,0.49924178189574636,0.013480884761678193,0.496560370677539,0.6636021778220458,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.7000000000000001,0.49924178189574636,0.011960959122662143,0.4969679145404696,0.6639659996692653,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.75,0.49924178189574636,0.010366070289555879,0.4973835464870951,0.6643368432574248,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.8,0.49924178189574636,0.008559328555096297,0.49783761970808504,0.6647417595707361,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.8500000000000001,0.49924178189574636,0.006628197237746302,0.4983381310129815,0.6651877908782621,0.0
